id,EAP,HPL,MWS
id07097,0.34,0.32,0.34
id07099,0.62,0.08,0.3
id07101,0.46,0.2,0.34
id07102,0.3,0.32,0.38
id07103,0.48,0.3,0.22
id07108,0.26,0.3,0.44
id07109,0.26,0.46,0.28
id07113,0.38,0.28,0.34
id07118,0.58,0.18,0.24
id07120,0.92,0.06,0.02
id07123,0.7,0.16,0.14
id07131,0.64,0.1,0.26
id07141,0.66,0.1,0.24
id07145,0.3,0.36,0.34
id07147,0.6,0.34,0.06
id07148,0.38,0.08,0.54
id07153,0.54,0.16,0.3
id07155,0.38,0.2,0.42
id07156,0.42,0.26,0.32
id07157,0.24,0.12,0.64
id07158,0.46,0.28,0.26
id07161,0.42,0.36,0.22
id07164,0.6,0.24,0.16
id07167,0.5,0.38,0.12
id07169,0.34,0.22,0.44
id07174,0.42,0.12,0.46
id07175,0.54,0.3,0.16
id07178,0.42,0.4,0.18
id07179,0.6,0.14,0.26
id07181,0.48,0.44,0.08
id07186,0.46,0.34,0.2
id07189,0.26,0.3,0.44
id07192,0.4,0.48,0.12
id07193,0.66,0.14,0.2
id07197,0.48,0.22,0.3
id07207,0.2,0.38,0.42
id07210,0.26,0.54,0.2
id07217,0.38,0.12,0.5
id07221,0.5,0.38,0.12
id07223,0.3,0.36,0.34
id07226,0.78,0.12,0.1
id07227,0.1,0.8,0.1
id07233,0.58,0.3,0.12
id07239,0.36,0.38,0.26
id07241,0.66,0.14,0.2
id07244,0.18,0.18,0.64
id07245,0.94,0.04,0.02
id07248,0.44,0.38,0.18
id07249,0.3,0.38,0.32
id07251,0.46,0.24,0.3
id07252,0.26,0.5,0.24
id07254,0.48,0.28,0.24
id07261,0.56,0.06,0.38
id07264,0.66,0.18,0.16
id07266,0.76,0.04,0.2
id07267,0.7,0.12,0.18
id07268,0.46,0.42,0.12
id07271,0.68,0.2,0.12
id07273,0.24,0.64,0.12
id07274,0.64,0.26,0.1
id07279,0.34,0.26,0.4
id07280,0.18,0.18,0.64
id07282,0.38,0.22,0.4
id07289,0.24,0.32,0.44
id07294,0.24,0.46,0.3
id07295,0.2,0.08,0.72
id07296,0.56,0.3,0.14
id07298,0.76,0.12,0.12
id07300,0.42,0.32,0.26
id07301,0.14,0.3,0.56
id07322,0.42,0.44,0.14
id07328,0.32,0.12,0.56
id07331,0.32,0.28,0.4
id07332,0.64,0.1,0.26
id07334,0.54,0.38,0.08
id07339,1,0,0
id07340,0.68,0.1,0.22
id07343,0.26,0.42,0.32
id07345,0.18,0.58,0.24
id07347,0.54,0.12,0.34
id07348,0.6,0.12,0.28
id07352,0.48,0.1,0.42
id07355,0.66,0.18,0.16
id07358,0.32,0.18,0.5
id07362,0.3,0.34,0.36
id07365,0.32,0.52,0.16
id07367,0.4,0.5,0.1
id07368,0.26,0.32,0.42
id07375,0.36,0.36,0.28
id07376,0.22,0.36,0.42
id07377,0.7,0.14,0.16
id07378,0.94,0.04,0.02
id07381,0.32,0.44,0.24
id07389,0.38,0.36,0.26
id07390,0.34,0.38,0.28
id07393,0.22,0.54,0.24
id07394,0.48,0.38,0.14
id07405,0.46,0.24,0.3
id07413,0.28,0.46,0.26
id07416,0.22,0.46,0.32
id07420,0.48,0.18,0.34
id07421,0.24,0.44,0.32
id07423,0.12,0.66,0.22
id07425,0.3,0.06,0.64
id07426,0.5,0.22,0.28
id07427,0.58,0.22,0.2
id07428,0.26,0.38,0.36
id07429,0.24,0.4,0.36
id07432,0.18,0.64,0.18
id07434,0.7,0.06,0.24
id07435,0.14,0.32,0.54
id07436,0.22,0.34,0.44
id07440,0.4,0.34,0.26
id07443,0.56,0.18,0.26
id07445,0.24,0.32,0.44
id07457,0.78,0.04,0.18
id07458,0.32,0.3,0.38
id07464,0.3,0.16,0.54
id07468,0.02,0.78,0.2
id07474,0.24,0.26,0.5
id07476,0.66,0.12,0.22
id07480,0.6,0.22,0.18
id07484,0.92,0.06,0.02
id07488,0.44,0.5,0.06
id07489,0.24,0.28,0.48
id07490,0.4,0.5,0.1
id07493,0.5,0.42,0.08
id07495,0.46,0.32,0.22
id07499,0.36,0.34,0.3
id07500,0.34,0.46,0.2
id07502,0.58,0.28,0.14
id07505,0.2,0.6,0.2
id07514,0.68,0.24,0.08
id07518,0.42,0.4,0.18
id07519,0.42,0.3,0.28
id07520,0.32,0.54,0.14
id07529,0.32,0.4,0.28
id07530,0.82,0.06,0.12
id07538,0.52,0.16,0.32
id07547,0.32,0.48,0.2
id07552,0.24,0.26,0.5
id07553,0.24,0.54,0.22
id07554,0.24,0.2,0.56
id07557,0.44,0.28,0.28
id07558,0.42,0.14,0.44
id07559,0.22,0.36,0.42
id07560,0.52,0.28,0.2
id07561,0.66,0.04,0.3
id07569,0.18,0.06,0.76
id07575,0.34,0.52,0.14
id07588,0.2,0.14,0.66
id07590,0.66,0.18,0.16
id07591,0.26,0.22,0.52
id07592,0.16,0.38,0.46
id07594,0.38,0.24,0.38
id07597,0.32,0.36,0.32
id07599,0.64,0.18,0.18
id07600,0.58,0.2,0.22
id07604,0.44,0.2,0.36
id07608,0.8,0.02,0.18
id07612,0.76,0.14,0.1
id07617,0.3,0.52,0.18
id07621,0.2,0.36,0.44
id07622,0.32,0.26,0.42
id07626,0.34,0.26,0.4
id07628,0.88,0.08,0.04
id07635,0.36,0.42,0.22
id07638,0.38,0.16,0.46
id07640,0.54,0.26,0.2
id07643,0.68,0.18,0.14
id07647,0.26,0.22,0.52
id07649,0.22,0.2,0.58
id07650,0.3,0.56,0.14
id07653,0.74,0.08,0.18
id07658,0.5,0.3,0.2
id07659,0.56,0.14,0.3
id07661,0.3,0.22,0.48
id07666,0.28,0.2,0.52
id07668,0.38,0.18,0.44
id07669,0.16,0.52,0.32
id07674,0.26,0.3,0.44
id07677,0.66,0.14,0.2
id07679,0.46,0.34,0.2
id07681,0.48,0.28,0.24
id07682,0.36,0.2,0.44
id07688,0.48,0.26,0.26
id07690,0.66,0.06,0.28
id07695,0.4,0.3,0.3
id07697,0.64,0.24,0.12
id07699,0.4,0.28,0.32
id07711,0.32,0.32,0.36
id07714,0.06,0.24,0.7
id07721,0.36,0.54,0.1
id07722,0.36,0.24,0.4
id07725,0.32,0.16,0.52
id07727,0.74,0.16,0.1
id07728,0.42,0.34,0.24
id07736,0.16,0.18,0.66
id07738,0.34,0.52,0.14
id07745,0.2,0.16,0.64
id07760,0.52,0.36,0.12
id07780,0.62,0.28,0.1
id07800,0.78,0.06,0.16
id07805,0.36,0.3,0.34
id07806,0.26,0.38,0.36
id07807,0.46,0.3,0.24
id07809,0.38,0.18,0.44
id07815,0.4,0.28,0.32
id07817,0.52,0.28,0.2
id07822,0.34,0.12,0.54
id07824,0.7,0.14,0.16
id07825,0.22,0.5,0.28
id07827,0.28,0.06,0.66
id07828,0.48,0.28,0.24
id07831,0.42,0.16,0.42
id07833,0.52,0.18,0.3
id07834,0.46,0.14,0.4
id07837,0.32,0.42,0.26
id07847,0.58,0.24,0.18
id07853,0.2,0.02,0.78
id07856,0.38,0.32,0.3
id07869,0.74,0.16,0.1
id07872,0.48,0.24,0.28
id07873,0.28,0.52,0.2
id07874,0.48,0.28,0.24
id07880,0.66,0.24,0.1
id07888,0.44,0.2,0.36
id07890,0.38,0.46,0.16
id07891,0.48,0.2,0.32
id07896,0.08,0.16,0.76
id07907,0.38,0.44,0.18
id07911,0.7,0.02,0.28
id07917,0.44,0.16,0.4
id07920,0.48,0.42,0.1
id07921,0.34,0.3,0.36
id07922,0.28,0.2,0.52
id07924,0.8,0.08,0.12
id07934,0.34,0.28,0.38
id07937,0.26,0.32,0.42
id07941,0.76,0.16,0.08
id07950,0.52,0.4,0.08
id07951,0.34,0.2,0.46
id07953,0.5,0.22,0.28
id07956,0.28,0.16,0.56
id07957,0.98,0,0.02
id07960,0.3,0.48,0.22
id07964,0.56,0.18,0.26
id07965,0.22,0.46,0.32
id07974,0.16,0.24,0.6
id07975,0.3,0.28,0.42
id07977,0.3,0.16,0.54
id07980,0.16,0.52,0.32
id07981,0.32,0.1,0.58
id07985,0.38,0.4,0.22
id07987,0.34,0.38,0.28
id07989,0.78,0.12,0.1
id07990,0.62,0.02,0.36
id07998,0.46,0.4,0.14
id08007,0.44,0.3,0.26
id08008,0.5,0.1,0.4
id08011,0.28,0.18,0.54
id08014,0.36,0.46,0.18
id08015,0.3,0.56,0.14
id08016,0.52,0.26,0.22
id08018,0.2,0.5,0.3
id08019,0.4,0.02,0.58
id08025,0.58,0.34,0.08
id08027,0.28,0.5,0.22
id08032,0.4,0.1,0.5
id08033,0.4,0.18,0.42
id08036,0.46,0.08,0.46
id08037,0.62,0.22,0.16
id08040,0.36,0.38,0.26
id08042,0.58,0.24,0.18
id08046,0.32,0.22,0.46
id08048,0.2,0.44,0.36
id08053,0.3,0.2,0.5
id08054,0.26,0,0.74
id08058,0.28,0.58,0.14
id08062,0.36,0.24,0.4
id08063,0.24,0.32,0.44
id08065,0.22,0.16,0.62
id08070,0.42,0.4,0.18
id08073,0.4,0.3,0.3
id08074,0.4,0.32,0.28
id08076,0.68,0.12,0.2
id08078,0.6,0.18,0.22
id08088,0.6,0.28,0.12
id08094,0.24,0.5,0.26
id08095,0.72,0.12,0.16
id08100,0.62,0.3,0.08
id08101,0.58,0.12,0.3
id08102,0.42,0.46,0.12
id08107,0.68,0.08,0.24
id08108,0.44,0.18,0.38
id08115,0.62,0.22,0.16
id08117,0.64,0.26,0.1
id08118,0.32,0.28,0.4
id08123,0.56,0.18,0.26
id08126,0.34,0.16,0.5
id08127,0.5,0.18,0.32
id08128,0.52,0.28,0.2
id08129,0.52,0,0.48
id08131,0.66,0.22,0.12
id08133,0.24,0.24,0.52
id08134,0.42,0.08,0.5
id08136,0.16,0.22,0.62
id08143,0.7,0.04,0.26
id08148,0.32,0.24,0.44
id08152,0.62,0.06,0.32
id08158,0.4,0.34,0.26
id08160,0.72,0.24,0.04
id08167,0.3,0.14,0.56
id08168,0.28,0.48,0.24
id08179,0.5,0.16,0.34
id08181,0.52,0.26,0.22
id08186,0.36,0.2,0.44
id08187,0.14,0.58,0.28
id08188,0.74,0.26,0
id08194,0.32,0.2,0.48
id08196,0.86,0.08,0.06
id08200,0.7,0.08,0.22
id08201,0.32,0.48,0.2
id08203,0.16,0.5,0.34
id08204,0.7,0.24,0.06
id08211,0.26,0.2,0.54
id08212,0.62,0.3,0.08
id08216,0.12,0.36,0.52
id08217,0.8,0.04,0.16
id08219,0.8,0,0.2
id08220,0.16,0.56,0.28
id08222,0.24,0.46,0.3
id08225,0.24,0.1,0.66
id08236,0.32,0.42,0.26
id08238,0.28,0.12,0.6
id08240,0.42,0.44,0.14
id08241,0.44,0.24,0.32
id08243,0.32,0.32,0.36
id08251,0.7,0.02,0.28
id08252,0.8,0.1,0.1
id08256,0.56,0.22,0.22
id08264,0.46,0.16,0.38
id08267,0.58,0.1,0.32
id08269,0.66,0.04,0.3
id08273,0.32,0.32,0.36
id08274,0.5,0.18,0.32
id08280,0.94,0,0.06
id08281,0.62,0.14,0.24
id08284,0.26,0.42,0.32
id08285,0.62,0.1,0.28
id08295,0.38,0.28,0.34
id08297,0.5,0.38,0.12
id08305,0.84,0.12,0.04
id08307,0.36,0.36,0.28
id08308,0.62,0.16,0.22
id08309,0.36,0.34,0.3
id08311,0.56,0.22,0.22
id08315,0.36,0.42,0.22
id08319,0.6,0.1,0.3
id08324,0.5,0.26,0.24
id08331,0.52,0.16,0.32
id08333,0.68,0.14,0.18
id08337,0.4,0.24,0.36
id08340,0.4,0.2,0.4
id08349,0.12,0.16,0.72
id08351,0.42,0.16,0.42
id08352,0.08,0.74,0.18
id08357,0.82,0.04,0.14
id08358,0.64,0.16,0.2
id08364,0.62,0.24,0.14
id08366,0.26,0.3,0.44
id08369,0.14,0.48,0.38
id08383,0.58,0.22,0.2
id08385,0.64,0.26,0.1
id08388,0.44,0.26,0.3
id08389,0.28,0.24,0.48
id08390,0.4,0.28,0.32
id08403,0.2,0.48,0.32
id08404,0.68,0.28,0.04
id08406,0.26,0.34,0.4
id08410,0.28,0.2,0.52
id08422,0.34,0.34,0.32
id08426,0.4,0.28,0.32
id08430,0.62,0.22,0.16
id08434,0.22,0.56,0.22
id08435,0.6,0.38,0.02
id08442,0.42,0.18,0.4
id08444,0.4,0.28,0.32
id08445,0.52,0.24,0.24
id08449,0.38,0.16,0.46
id08456,0.3,0.04,0.66
id08458,0.28,0.58,0.14
id08460,0.2,0.5,0.3
id08468,0.16,0.36,0.48
id08470,0.44,0.4,0.16
id08471,0.48,0.3,0.22
id08474,0.14,0.72,0.14
id08475,0.52,0.14,0.34
id08476,0.36,0.26,0.38
id08479,0.38,0.34,0.28
id08480,0.96,0,0.04
id08481,0.36,0.44,0.2
id08484,0.22,0.04,0.74
id08490,0.36,0.46,0.18
id08494,0.58,0.34,0.08
id08495,0.44,0.38,0.18
id08496,0.48,0.38,0.14
id08501,0.32,0.18,0.5
id08504,0.48,0.2,0.32
id08505,0.7,0.14,0.16
id08507,0.34,0.4,0.26
id08515,0.38,0.24,0.38
id08516,0.58,0.18,0.24
id08519,0.66,0.2,0.14
id08522,0.6,0.24,0.16
id08523,0.28,0.08,0.64
id08527,0.22,0.46,0.32
id08529,0.28,0.44,0.28
id08534,0.54,0.22,0.24
id08535,0.38,0.3,0.32
id08537,0.4,0.34,0.26
id08541,0.52,0.42,0.06
id08544,0.46,0.24,0.3
id08545,0.3,0.14,0.56
id08547,0.4,0.32,0.28
id08550,0.38,0.34,0.28
id08558,0.3,0.3,0.4
id08559,0.24,0.36,0.4
id08562,0.32,0.3,0.38
id08569,0.3,0.34,0.36
id08584,0.5,0.36,0.14
id08587,0.48,0.22,0.3
id08590,0.24,0.14,0.62
id08591,0.8,0.2,0
id08593,0.36,0.36,0.28
id08595,0.24,0.22,0.54
id08598,0.26,0.1,0.64
id08601,0.48,0.38,0.14
id08606,0.24,0.56,0.2
id08607,0.42,0.42,0.16
id08608,0.2,0.12,0.68
id08610,0.56,0.18,0.26
id08611,0.42,0.12,0.46
id08614,0.32,0.56,0.12
id08619,0.92,0,0.08
id08623,0.74,0.22,0.04
id08627,0.42,0.16,0.42
id08635,0.32,0.24,0.44
id08636,0.38,0.3,0.32
id08637,0.3,0.32,0.38
id08643,0.5,0.14,0.36
id08645,0.24,0.62,0.14
id08647,0.5,0.08,0.42
id08659,0.16,0.62,0.22
id08664,0.72,0.1,0.18
id08665,0.12,0.18,0.7
id08666,0.3,0.14,0.56
id08673,0.46,0.04,0.5
id08674,0.42,0.52,0.06
id08679,0.2,0.38,0.42
id08684,0.54,0.28,0.18
id08686,0.3,0.58,0.12
id08690,0.66,0.16,0.18
id08693,0.58,0.28,0.14
id08697,0.4,0.3,0.3
id08702,0.54,0.24,0.22
id08703,0.44,0.36,0.2
id08707,0.6,0.2,0.2
id08712,0.36,0.5,0.14
id08713,0.48,0.18,0.34
id08715,0.2,0.1,0.7
id08718,0.44,0.08,0.48
id08722,0.52,0.26,0.22
id08726,0.26,0.4,0.34
id08728,0.58,0.22,0.2
id08731,0.14,0.42,0.44
id08738,0.66,0.24,0.1
id08746,0.36,0,0.64
id08748,0.7,0.16,0.14
id08750,0.78,0.2,0.02
id08751,0.2,0.24,0.56
id08752,0.52,0.12,0.36
id08753,0.56,0.3,0.14
id08754,0.4,0.38,0.22
id08756,0.58,0.14,0.28
id08765,0.5,0.22,0.28
id08770,0.28,0.18,0.54
id08773,0.52,0.18,0.3
id08774,0.54,0.24,0.22
id08777,0.52,0.28,0.2
id08781,0.6,0.08,0.32
id08783,0.62,0.12,0.26
id08785,0.28,0.46,0.26
id08786,0.4,0.12,0.48
id08789,0.26,0.4,0.34
id08791,0.44,0.12,0.44
id08793,0.52,0.3,0.18
id08796,0.34,0.54,0.12
id08800,0.5,0.24,0.26
id08801,0.34,0.46,0.2
id08802,0.38,0.24,0.38
id08809,0.52,0.08,0.4
id08812,0.26,0.58,0.16
id08813,0.34,0.26,0.4
id08814,0.42,0.28,0.3
id08817,0.26,0.36,0.38
id08833,0.38,0.22,0.4
id08841,0.5,0.4,0.1
id08845,0.4,0.34,0.26
id08846,0.32,0.5,0.18
id08849,0.82,0.08,0.1
id08855,0.42,0.46,0.12
id08856,0.16,0.22,0.62
id08857,0.28,0.62,0.1
id08858,0.24,0.3,0.46
id08864,0.28,0.1,0.62
id08866,0.44,0.34,0.22
id08871,0.56,0.12,0.32
id08878,0.14,0.4,0.46
id08879,0.2,0.64,0.16
id08880,0.48,0.14,0.38
id08881,1,0,0
id08883,0.4,0.36,0.24
id08884,0.6,0.22,0.18
id08889,0.38,0.2,0.42
id08890,0.46,0.34,0.2
id08893,0.36,0.08,0.56
id08894,0.9,0.08,0.02
id08896,0.54,0.32,0.14
id08898,0.44,0.28,0.28
id08903,0.22,0.04,0.74
id08909,0.22,0.18,0.6
id08911,0.6,0.22,0.18
id08914,0.42,0.2,0.38
id08920,0.58,0.22,0.2
id08921,0.42,0.26,0.32
id08925,0.68,0.16,0.16
id08928,0.74,0,0.26
id08929,0.42,0.34,0.24
id08930,0.76,0.1,0.14
id08932,0.32,0.2,0.48
id08935,0.62,0.2,0.18
id08937,0.46,0.16,0.38
id08943,0.66,0.18,0.16
id08948,0.42,0.42,0.16
id08950,0.54,0.22,0.24
id08951,0.38,0.04,0.58
id08955,0.2,0.54,0.26
id08960,0.44,0.4,0.16
id08961,0.52,0.16,0.32
id08966,0.74,0.24,0.02
id08968,0.64,0.26,0.1
id08976,0.32,0.48,0.2
id08977,0.22,0.62,0.16
id08983,0.72,0.18,0.1
id08988,0.28,0.42,0.3
id08989,0.24,0.18,0.58
id09009,0.36,0.3,0.34
id09010,0.2,0.54,0.26
id09016,0.28,0,0.72
id09018,0.26,0.68,0.06
id09022,0.42,0.28,0.3
id09024,0.42,0.4,0.18
id09029,0.82,0.12,0.06
id09036,0.46,0.04,0.5
id09037,0.22,0.38,0.4
id09039,0.36,0.16,0.48
id09041,0.44,0.54,0.02
id09042,0.48,0.22,0.3
id09044,0.56,0.2,0.24
id09046,0.3,0.36,0.34
id09047,0.26,0.16,0.58
id09049,0.44,0.28,0.28
id09050,0.46,0.14,0.4
id09051,0.6,0.24,0.16
id09057,0.32,0.06,0.62
id09059,0.22,0.36,0.42
id09066,0.6,0.28,0.12
id09067,0.5,0.2,0.3
id09070,0.24,0.46,0.3
id09071,0.24,0.44,0.32
id09075,0.34,0.3,0.36
id09078,0.24,0.34,0.42
id09084,0.8,0.1,0.1
id09086,0.76,0.16,0.08
id09091,0.46,0.16,0.38
id09094,0.6,0.18,0.22
id09104,0.6,0.38,0.02
id09105,0.76,0.02,0.22
id09107,0.58,0.04,0.38
id09110,0.52,0.2,0.28
id09111,0.8,0.16,0.04
id09116,0.46,0.12,0.42
id09118,0.34,0.38,0.28
id09119,0.84,0.06,0.1
id09125,0.32,0.38,0.3
id09126,0.32,0.26,0.42
id09133,0.18,0.32,0.5
id09135,0.16,0.26,0.58
id09137,0.44,0.22,0.34
id09150,0.84,0.04,0.12
id09152,0.42,0.42,0.16
id09155,0.64,0.24,0.12
id09156,0.58,0.16,0.26
id09163,0.1,0.14,0.76
id09164,0.74,0.14,0.12
id09168,0.74,0.1,0.16
id09170,0.48,0.22,0.3
id09180,0.74,0.1,0.16
id09182,0.56,0.18,0.26
id09184,0.38,0.26,0.36
id09189,0.34,0.48,0.18
id09191,0.34,0.44,0.22
id09192,0.72,0.16,0.12
id09196,0.42,0.42,0.16
id09198,0.48,0.12,0.4
id09199,0.64,0.08,0.28
id09203,0.16,0.7,0.14
id09208,0.44,0.38,0.18
id09209,0.12,0.06,0.82
id09210,0.72,0.08,0.2
id09211,0.62,0.22,0.16
id09213,0.28,0.34,0.38
id09218,0.5,0.3,0.2
id09220,0.3,0.34,0.36
id09228,0.8,0.1,0.1
id09229,0.24,0.22,0.54
id09231,0.16,0.36,0.48
id09238,0.22,0.3,0.48
id09245,0.74,0.18,0.08
id09246,0.62,0.22,0.16
id09248,0.5,0.28,0.22
id09256,0.58,0.2,0.22
id09257,0.32,0.2,0.48
id09260,0.26,0.32,0.42
id09262,0.56,0.16,0.28
id09266,0.36,0.28,0.36
id09268,0.3,0.02,0.68
id09269,0.32,0.5,0.18
id09273,0.18,0.28,0.54
id09277,0.46,0.04,0.5
id09285,0.24,0.32,0.44
id09286,0.46,0.32,0.22
id09287,0.1,0.18,0.72
id09288,0.44,0.18,0.38
id09289,0.36,0.3,0.34
id09295,0.5,0.2,0.3
id09300,0.12,0.58,0.3
id09305,0.94,0.02,0.04
id09310,0.26,0.36,0.38
id09311,0.3,0.38,0.32
id09315,0.3,0.46,0.24
id09316,0.38,0.5,0.12
id09317,0.56,0.32,0.12
id09318,0.68,0.28,0.04
id09320,0.52,0.18,0.3
id09321,0.38,0.38,0.24
id09328,0.44,0.22,0.34
id09333,0.24,0.22,0.54
id09335,0.56,0.24,0.2
id09341,0.22,0.36,0.42
id09343,0.14,0.06,0.8
id09344,0.48,0.36,0.16
id09352,0.48,0.1,0.42
id09353,0.4,0.4,0.2
id09359,0.64,0.2,0.16
id09360,0.22,0.1,0.68
id09361,0.38,0.22,0.4
id09362,0.24,0.18,0.58
id09363,0.28,0.3,0.42
id09367,0.2,0.62,0.18
id09374,0.48,0.3,0.22
id09378,0.52,0.2,0.28
id09385,0.84,0.02,0.14
id09388,0.38,0.38,0.24
id09390,0.36,0.26,0.38
id09394,0.26,0.4,0.34
id09396,0.5,0.36,0.14
id09397,0.4,0.44,0.16
id09399,0.24,0.46,0.3
id09404,0.4,0.24,0.36
id09405,0.38,0.24,0.38
id09408,0.66,0.12,0.22
id09409,0.58,0.06,0.36
id09411,0.56,0.02,0.42
id09413,0.16,0.16,0.68
id09417,0.56,0.16,0.28
id09418,0.58,0.12,0.3
id09421,0.42,0.44,0.14
id09428,0.38,0.26,0.36
id09429,0.38,0.4,0.22
id09435,0.5,0.02,0.48
id09436,0.62,0.22,0.16
id09441,0.32,0,0.68
id09447,0.38,0.46,0.16
id09450,0.56,0.34,0.1
id09456,0.44,0.24,0.32
id09458,0.18,0.3,0.52
id09462,0.52,0.36,0.12
id09466,0.6,0.22,0.18
id09467,0.42,0.08,0.5
id09468,0.26,0.24,0.5
id09470,0.4,0.2,0.4
id09476,0.42,0.4,0.18
id09482,0.66,0.28,0.06
id09484,0.48,0.12,0.4
id09497,0.64,0.18,0.18
id09498,0.38,0.46,0.16
id09501,0.44,0.16,0.4
id09506,0.54,0.12,0.34
id09509,0.64,0.2,0.16
id09511,0.42,0.46,0.12
id09513,0.74,0.12,0.14
id09516,0.3,0.52,0.18
id09519,0.38,0.46,0.16
id09532,0.5,0.2,0.3
id09536,0.56,0.34,0.1
id09537,0.46,0.2,0.34
id09539,0.32,0.34,0.34
id09543,0.1,0.76,0.14
id09545,0.76,0.08,0.16
id09550,0.6,0.22,0.18
id09552,0.28,0.14,0.58
id09555,0.36,0.26,0.38
id09562,0.42,0.42,0.16
id09563,0.28,0.46,0.26
id09564,0.48,0.14,0.38
id09567,0.22,0.6,0.18
id09568,0.38,0.18,0.44
id09569,0.66,0.28,0.06
id09578,0.62,0.08,0.3
id09580,0.8,0.08,0.12
id09581,0.12,0.6,0.28
id09588,0.82,0.16,0.02
id09589,0.28,0.5,0.22
id09592,0.38,0.22,0.4
id09593,0.1,0.78,0.12
id09596,0.44,0.02,0.54
id09599,0.5,0.38,0.12
id09601,0.24,0.46,0.3
id09603,0.5,0.18,0.32
id09608,0.42,0.34,0.24
id09610,0.5,0.18,0.32
id09613,0.42,0.48,0.1
id09617,0.48,0.3,0.22
id09619,0.16,0.54,0.3
id09623,0.94,0.02,0.04
id09634,0.22,0.26,0.52
id09637,0.52,0.4,0.08
id09640,0.2,0.2,0.6
id09642,0.32,0.52,0.16
id09643,0.34,0.48,0.18
id09656,0.44,0.26,0.3
id09659,0.48,0.3,0.22
id09668,0.58,0.26,0.16
id09671,0.44,0.26,0.3
id09673,0.3,0.38,0.32
id09675,0.38,0.4,0.22
id09676,0.82,0.02,0.16
id09679,0.8,0.06,0.14
id09680,0.64,0.16,0.2
id09692,0.34,0.2,0.46
id09695,0.36,0.36,0.28
id09696,0.18,0.36,0.46
id09698,0.5,0.26,0.24
id09699,0.5,0.38,0.12
id09700,0.14,0.22,0.64
id09703,0.34,0.56,0.1
id09704,0.46,0.28,0.26
id09706,0.3,0.3,0.4
id09707,0.36,0.36,0.28
id09708,0.56,0.14,0.3
id09715,0.24,0.12,0.64
id09721,0.28,0.28,0.44
id09725,0.38,0.5,0.12
id09727,0.42,0.4,0.18
id09728,0.4,0.16,0.44
id09731,0.38,0.36,0.26
id09735,0.4,0.52,0.08
id09738,0.82,0.08,0.1
id09739,0.4,0.42,0.18
id09740,0.18,0.38,0.44
id09744,0.4,0.48,0.12
id09745,0.38,0.42,0.2
id09746,0.2,0.64,0.16
id09751,0.88,0.06,0.06
id09754,0.78,0.12,0.1
id09757,0.24,0.4,0.36
id09766,0.3,0.2,0.5
id09768,0.3,0.08,0.62
id09772,0.34,0.26,0.4
id09776,0.54,0.42,0.04
id09779,0.62,0.16,0.22
id09780,0.3,0.26,0.44
id09781,0.46,0.32,0.22
id09782,0.56,0.26,0.18
id09786,0.56,0.22,0.22
id09788,0.24,0.46,0.3
id09789,0.22,0.08,0.7
id09791,0.56,0.28,0.16
id09793,0.4,0.18,0.42
id09794,0.42,0.44,0.14
id09795,0.4,0.22,0.38
id09807,0.24,0.3,0.46
id09810,0.44,0.3,0.26
id09817,0.28,0.3,0.42
id09818,0.52,0.08,0.4
id09823,0.58,0.2,0.22
id09831,0.24,0.48,0.28
id09834,0.6,0.06,0.34
id09835,0.36,0.48,0.16
id09836,0.32,0.42,0.26
id09842,0.7,0.18,0.12
id09844,0.26,0.32,0.42
id09860,0.48,0.3,0.22
id09861,0.48,0.42,0.1
id09864,0.6,0.28,0.12
id09871,0.22,0.06,0.72
id09875,0.7,0.2,0.1
id09876,0.32,0.16,0.52
id09878,0.34,0.46,0.2
id09881,0.44,0.48,0.08
id09883,0.76,0.16,0.08
id09894,0.54,0.3,0.16
id09895,0.34,0.14,0.52
id09896,0.48,0.04,0.48
id09903,0.48,0.3,0.22
id09906,0.36,0.26,0.38
id09909,0.58,0.32,0.1
id09916,0.68,0.16,0.16
id09922,0.48,0.16,0.36
id09923,0.78,0.04,0.18
id09928,0.34,0.3,0.36
id09931,0.38,0.12,0.5
id09934,0.48,0.4,0.12
id09937,0.42,0.24,0.34
id09947,0.26,0.5,0.24
id09950,0.3,0.5,0.2
id09956,0.42,0.3,0.28
id09957,0.74,0.24,0.02
id09958,0.66,0.22,0.12
id09960,0.16,0.12,0.72
id09962,0.16,0.14,0.7
id09964,0.32,0.34,0.34
id09969,0.64,0.26,0.1
id09970,0.28,0.54,0.18
id09971,0.32,0.16,0.52
id09972,0.56,0.22,0.22
id09975,0.68,0.06,0.26
id09979,0.28,0.28,0.44
id09982,0.62,0.12,0.26
id09992,0.58,0.14,0.28
id09997,0.32,0.16,0.52
id09998,0.56,0.26,0.18
id09999,0.18,0.38,0.44
id10002,0.48,0.3,0.22
id10012,0.26,0.26,0.48
id10015,0.54,0.24,0.22
id10016,0.24,0.2,0.56
id10018,0.5,0.04,0.46
id10021,0.48,0.04,0.48
id10022,0.14,0.44,0.42
id10024,0.54,0.26,0.2
id10027,0.46,0.24,0.3
id10028,0.36,0.38,0.26
id10029,0.2,0.48,0.32
id10030,0.68,0.12,0.2
id10032,0.58,0.04,0.38
id10034,0.16,0.48,0.36
id10035,0.66,0.12,0.22
id10040,0.44,0.32,0.24
id10042,0.36,0.22,0.42
id10046,0.72,0.12,0.16
id10054,0.52,0.28,0.2
id10057,0.44,0.36,0.2
id10058,0.36,0.42,0.22
